"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 11 21:58:26 GMT 2024","Thu Jul 11 21:58:26 GMT 2024","2","stringifier","","","","","should stringify records as csv correctly",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","9","convertFieldValue","","","","","[14] convert FILE field correctly",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","7","convertFieldValue","","","","","[2] convert MODIFIER field correctly",""
"passed","Thu Jul 11 21:58:26 GMT 2024","Thu Jul 11 21:58:26 GMT 2024","5","logHandler","","","","","should set ""fatal"" to the log config level when log-level argument is ""fatal""",""
"passed","Thu Jul 11 21:58:25 GMT 2024","Thu Jul 11 21:58:25 GMT 2024","12","csvStringifier","","","","","should convert kintone records to csv string correctly when SUBTABLE included with attachmentsDir option",""
"passed","Thu Jul 11 21:58:26 GMT 2024","Thu Jul 11 21:58:26 GMT 2024","16","parseCsv","","","","","should convert csv string to JSON correctly (CRLF)",""
"passed","Thu Jul 11 21:58:26 GMT 2024","Thu Jul 11 21:58:26 GMT 2024","5","hasAppCode","","","","","should pass (input: 123, appCode: App, result: false)",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","14","convertFieldValue","","","","","[27] convert GROUP_SELECT field correctly",""
"passed","Thu Jul 11 21:58:24 GMT 2024","Thu Jul 11 21:58:24 GMT 2024","6","validateRecordNumbers","","","","","should throw error when the record number is duplicated",""
"passed","Thu Jul 11 21:58:24 GMT 2024","Thu Jul 11 21:58:24 GMT 2024","2","buildHeaderFields","","","","","should generate fieldCode array correctly (data without subtable)",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","9","convertFieldValue","","","","","[15] convert DATE field correctly",""
"passed","Thu Jul 11 21:58:26 GMT 2024","Thu Jul 11 21:58:26 GMT 2024","12","hasAppCode","","","","","should throw with invalid error (input: Hoge-123, appCode: )",""
"passed","Thu Jul 11 21:58:26 GMT 2024","Thu Jul 11 21:58:26 GMT 2024","4","logHandler","","","","","should set ""debug"" to the log config level when log-level argument is ""debug""",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","11","convertFieldValue","","","","","[28] convert STATUS field correctly",""
"passed","Thu Jul 11 21:58:22 GMT 2024","Thu Jul 11 21:58:22 GMT 2024","17","getRecords","","","","","can download files to a specified directory",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","15","convertFieldValue","","","","","[28] convert SUBTABLE field correctly",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","9","convertFieldValue","","","","","[13] convert FILE field correctly",""
"skipped","Thu Jul 11 21:58:22 GMT 2024","Thu Jul 11 21:58:22 GMT 2024","19","getRecords","","","","","can download files including special characters in subTable",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","6","convertFieldValue","","","","","[1] convert SINGLE_LINE_TEXT field correctly",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","7","convertFieldValue","","","","","[6] convert MULTI_LINE_TEXT field correctly",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","11","convertFieldValue","","","","","[27] convert CATEGORY field correctly",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","6","convertFieldValue","","","","","[2] convert RADIO_BUTTON field correctly",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","8","convertFieldValue","","","","","[14] convert CREATOR field correctly",""
"passed","Thu Jul 11 21:58:24 GMT 2024","Thu Jul 11 21:58:24 GMT 2024","3","Record - Subcommand","getArgumentsListBySubcommand","","","","should return the arguments list of the record export correctly",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","7","convertFieldValue","","","","","[11] convert DATETIME field correctly",""
"passed","Thu Jul 11 21:58:26 GMT 2024","Thu Jul 11 21:58:26 GMT 2024","18","parseCsv","","","","","should convert csv string to JSON correctly (LF)",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","25","upsertRecords","","","","","should throw error because the record numbers are mixed with those with and without app code",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","7","convertFieldValue","","","","","[5] convert NUMBER field correctly",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","12","convertFieldValue","","","","","[19] convert TIME field correctly",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","7","upsertRecords","","","","","should upsert records correctly with record numbers on local and kintone have app code",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","8","convertFieldValue","","","","","[13] convert TIME field correctly",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","10","convertFieldValue","","","","","[25] convert GROUP_SELECT field correctly",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","17","getAllRecords","","","","","should pass parameters to the apiClient correctly (with orderBy)",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","11","convertFieldValue","","","","","[30] convert SUBTABLE field correctly",""
"passed","Thu Jul 11 21:58:26 GMT 2024","Thu Jul 11 21:58:26 GMT 2024","16","readFile","","","","","throws error if format is JSON and encoding is not 'utf8'",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","4","StandardLogger","","","","","should display FATAL message when calling logger with ""fatal"" level",""
"passed","Thu Jul 11 21:58:26 GMT 2024","Thu Jul 11 21:58:26 GMT 2024","8","parseCsv","","","","","should convert csv string to JSON correctly",""
"passed","Thu Jul 11 21:58:26 GMT 2024","Thu Jul 11 21:58:26 GMT 2024","3","logHandler","","","","","should set ""debug"" to the log config level when verbose argument is true",""
"passed","Thu Jul 11 21:58:24 GMT 2024","Thu Jul 11 21:58:24 GMT 2024","11","Record command","Valid parameters","","","","should return the delete query correctly",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","13","convertFieldValue","","","","","[18] convert TIME field correctly",""
"passed","Thu Jul 11 21:58:26 GMT 2024","Thu Jul 11 21:58:26 GMT 2024","6","hasAppCode","","","","","should pass (input: 123, appCode: , result: false)",""
"passed","Thu Jul 11 21:58:22 GMT 2024","Thu Jul 11 21:58:22 GMT 2024","6","api","","","","","should pass information of client certificate to the apiClient correctly",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","13","convertFieldValue","","","","","[17] convert DATE field correctly",""
"passed","Thu Jul 11 21:58:26 GMT 2024","Thu Jul 11 21:58:26 GMT 2024","13","readFile","","","","","can detect file format correctly",""
"passed","Thu Jul 11 21:58:24 GMT 2024","Thu Jul 11 21:58:24 GMT 2024","3","Record - Subcommand","getArgumentsListBySubcommand","","","","should return the arguments list of the record delete correctly",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","12","convertFieldValue","","","","","[29] convert STATUS_ASSIGNEE field correctly",""
"passed","Thu Jul 11 21:58:24 GMT 2024","Thu Jul 11 21:58:24 GMT 2024","2","Helper functions","generateCsvRow","","","","should generate CSV row correctly",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","10","convertFieldValue","","","","","[23] convert ORGANIZATION_SELECT field correctly",""
"passed","Thu Jul 11 21:58:23 GMT 2024","Thu Jul 11 21:58:23 GMT 2024","6","StandardLogger","","","","","should display the correct log message corresponding to the log config level",""
"passed","Thu Jul 11 21:58:24 GMT 2024","Thu Jul 11 21:58:24 GMT 2024","9","Record command","Missing required parameters","","","","should throw error when missing subcommand",""
