"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Unit tests","0","","246","0","","0"
"0","","1","record export","0","0","","0"
"0","","0","","0","6","","0"
"0","","0","record delete","1","0","","0"
"0","","1","record import","0","0","","0"
