"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 04 09:44:55 GMT 2024","Fri Oct 04 09:44:55 GMT 2024","4","hasAppCode","","","","","should pass (input: 1, appCode: , result: false)",""
"passed","Fri Oct 04 09:44:55 GMT 2024","Fri Oct 04 09:44:55 GMT 2024","4","logHandler","","","","","should set ""warn"" to the log config level when log-level argument is ""warn""",""
"passed","Fri Oct 04 09:44:52 GMT 2024","Fri Oct 04 09:44:52 GMT 2024","9","getAllRecords","","","","","should pass parameters to the apiClient correctly (without orderBy)",""
"passed","Fri Oct 04 09:44:51 GMT 2024","Fri Oct 04 09:44:51 GMT 2024","14","getRecords","","","","","can download files to a specified directory",""
"passed","Fri Oct 04 09:44:51 GMT 2024","Fri Oct 04 09:44:51 GMT 2024","19","upsertRecords","","","","","should throw error when update key field is not unique",""
"passed","Fri Oct 04 09:47:13 GMT 2024","Fri Oct 04 09:47:19 GMT 2024","6295","","CliKintoneTest-168 Should delete the records when specifying ""Y"" in the confirmation prompt.","","","","CliKintoneTest-168 Should delete the records when specifying ""Y"" in the confirmation prompt.",""
"passed","Fri Oct 04 09:44:53 GMT 2024","Fri Oct 04 09:44:53 GMT 2024","6","validateRecordNumbers","","","","","should throw error when the record number is duplicated",""
"passed","Fri Oct 04 09:47:05 GMT 2024","Fri Oct 04 09:47:06 GMT 2024","1551","","CliKintoneTest-166 Should return the warning message when the specified app does not have any records.","","","","CliKintoneTest-166 Should return the warning message when the specified app does not have any records.",""
"passed","Fri Oct 04 09:46:54 GMT 2024","Fri Oct 04 09:47:07 GMT 2024","12339","","CliKintoneTest-44 Should upsert the records successfully with --update-key, a Record_number field.","","","","CliKintoneTest-44 Should upsert the records successfully with --update-key, a Record_number field.",""
"passed","Fri Oct 04 09:46:43 GMT 2024","Fri Oct 04 09:46:53 GMT 2024","9988","","CliKintoneTest-40 Should import the records successfully with .txt attachment.","","","","CliKintoneTest-40 Should import the records successfully with .txt attachment.",""
"passed","Fri Oct 04 09:47:05 GMT 2024","Fri Oct 04 09:47:05 GMT 2024","117","","CliKintoneTest-155 Should return the error message when specifying an unsupported encoding.","","","","CliKintoneTest-155 Should return the error message when specifying an unsupported encoding.",""
"passed","Fri Oct 04 09:44:51 GMT 2024","Fri Oct 04 09:44:51 GMT 2024","20","upsertRecords","","","","","should throw error when unsupported field is passed as update key",""
"passed","Fri Oct 04 09:44:55 GMT 2024","Fri Oct 04 09:44:55 GMT 2024","4","logHandler","","","","","should set ""error"" to the log config level when log-level argument is ""error""",""
"passed","Fri Oct 04 09:46:41 GMT 2024","Fri Oct 04 09:46:52 GMT 2024","11298","","CliKintoneTest-151 Should delete the records successfully with an encoded utf8 CSV file, and --encoding option is utf8.","","","","CliKintoneTest-151 Should delete the records successfully with an encoded utf8 CSV file, and --encoding option is utf8.",""
"passed","Fri Oct 04 09:44:53 GMT 2024","Fri Oct 04 09:44:53 GMT 2024","17","csvStringifier","","","","","should convert empty array to csv string correctly",""
"passed","Fri Oct 04 09:48:12 GMT 2024","Fri Oct 04 09:48:16 GMT 2024","4197","","CliKintoneTest-62 Should import the records successfully with --encoding option is utf8.","","","","CliKintoneTest-62 Should import the records successfully with --encoding option is utf8.",""
"passed","Fri Oct 04 09:44:52 GMT 2024","Fri Oct 04 09:44:52 GMT 2024","8","convertFieldValue","","","","","[12] convert DATE field correctly",""
"passed","Fri Oct 04 09:44:54 GMT 2024","Fri Oct 04 09:44:54 GMT 2024","10","File Generator functions","","","","","should throw error when generating unsupported file extension",""
"passed","Fri Oct 04 09:44:51 GMT 2024","Fri Oct 04 09:44:51 GMT 2024","6","api","","","","","should pass basic auth params to the apiClient correctly",""
"passed","Fri Oct 04 09:44:51 GMT 2024","Fri Oct 04 09:44:51 GMT 2024","7","api","","","","","should pass information of client certificate to the apiClient correctly",""
"passed","Fri Oct 04 09:44:53 GMT 2024","Fri Oct 04 09:44:53 GMT 2024","5","validateRecordNumbers","","","","","should throw error when the record number is not exists",""
"passed","Fri Oct 04 09:44:55 GMT 2024","Fri Oct 04 09:44:55 GMT 2024","4","createSchema","","","","","formLayout should create schema correctly without system fields on layout",""
"passed","Fri Oct 04 09:45:28 GMT 2024","Fri Oct 04 09:45:33 GMT 2024","4851","","CliKintoneTest-85 Should return the record contents with two valid API tokens in different apps.","","","","CliKintoneTest-85 Should return the record contents with two valid API tokens in different apps.",""
"passed","Fri Oct 04 09:45:54 GMT 2024","Fri Oct 04 09:46:04 GMT 2024","10013","","CliKintoneTest-35 Should import the records successfully with attachment.","","","","CliKintoneTest-35 Should import the records successfully with attachment.",""
"passed","Fri Oct 04 09:44:55 GMT 2024","Fri Oct 04 09:44:55 GMT 2024","1","parseCsv","","","","","should return the correct record number from CSV without subtable",""
"passed","Fri Oct 04 09:46:04 GMT 2024","Fri Oct 04 09:46:13 GMT 2024","9391","","CliKintoneTest-92 Should return the record contents and download attachments successfully with attachments in different records.","","","","CliKintoneTest-92 Should return the record contents and download attachments successfully with attachments in different records.",""
"passed","Fri Oct 04 09:44:52 GMT 2024","Fri Oct 04 09:44:52 GMT 2024","11","convertFieldValue","","","","","[28] convert STATUS field correctly",""
"passed","Fri Oct 04 09:47:01 GMT 2024","Fri Oct 04 09:47:06 GMT 2024","4859","","CliKintoneTest-101 Should return the record contents when exporting the record with --fields specified, including multiple existent field codes.","","","","CliKintoneTest-101 Should return the record contents when exporting the record with --fields specified, including multiple existent field codes.",""
"passed","Fri Oct 04 09:44:51 GMT 2024","Fri Oct 04 09:44:51 GMT 2024","3","api","","","","","should pass username and password to the apiClient correctly",""
"passed","Fri Oct 04 09:46:52 GMT 2024","Fri Oct 04 09:47:04 GMT 2024","11411","","CliKintoneTest-152 Should delete the records successfully with an encoded sjis CSV file, and --encoding option is sjis.","","","","CliKintoneTest-152 Should delete the records successfully with an encoded sjis CSV file, and --encoding option is sjis.",""
"passed","Fri Oct 04 09:44:55 GMT 2024","Fri Oct 04 09:44:55 GMT 2024","11","hasAppCode","","","","","should throw with invalid error (input: Hoge-123, appCode: )",""
"passed","Fri Oct 04 09:44:51 GMT 2024","Fri Oct 04 09:44:51 GMT 2024","9","addRecords","","","","","should upload files correctly when attachmentsDir is given",""
"passed","Fri Oct 04 09:44:52 GMT 2024","Fri Oct 04 09:44:52 GMT 2024","3","CliKintoneError","","","","","toStringCause should output the correct sentence. (inner: KintoneRestAPIError with GAIA_IL23)",""
