"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Unit tests","0","","246","0","","0"
"0","","0","","0","6","","0"
"0","","1","record export","0","0","","0"
"0","","0","record import","1","0","","0"
"0","","1","record delete","0","0","","0"
