"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 20 09:22:42 GMT 2024","Tue Aug 20 09:22:42 GMT 2024","14","convertFieldValue","","","","","[24] convert ORGANIZATION_SELECT field correctly",""
"passed","Tue Aug 20 09:23:25 GMT 2024","Tue Aug 20 09:23:34 GMT 2024","8570","","CliKintoneTest-135 Should delete the specified records successfully by --file-path option.","","","","CliKintoneTest-135 Should delete the specified records successfully by --file-path option.",""
"passed","Tue Aug 20 09:22:42 GMT 2024","Tue Aug 20 09:22:42 GMT 2024","3","CliKintoneError","","","","","toStringCause should output the correct sentence. (inner: KintoneAllRecordsError)",""
"passed","Tue Aug 20 09:22:42 GMT 2024","Tue Aug 20 09:22:42 GMT 2024","7","Record command","Valid parameters","","","","should return the delete query correctly",""
"passed","Tue Aug 20 09:23:29 GMT 2024","Tue Aug 20 09:23:35 GMT 2024","6554","","CliKintoneTest-90 Should return the record contents and download attachments successfully to an existing directory.","","","","CliKintoneTest-90 Should return the record contents and download attachments successfully to an existing directory.",""
"passed","Tue Aug 20 09:22:42 GMT 2024","Tue Aug 20 09:22:42 GMT 2024","14","convertFieldValue","","","","","[26] convert GROUP_SELECT field correctly",""
"passed","Tue Aug 20 09:25:48 GMT 2024","Tue Aug 20 09:25:49 GMT 2024","1128","","CliKintoneTest-77 Should return the error message when importing with empty input for the required field.","","","","CliKintoneTest-77 Should return the error message when importing with empty input for the required field.",""
"skipped","Tue Aug 20 09:22:41 GMT 2024","Tue Aug 20 09:22:41 GMT 2024","19","getRecords","","","","","can download files including special characters",""
"passed","Tue Aug 20 09:22:42 GMT 2024","Tue Aug 20 09:22:42 GMT 2024","10","convertFieldValue","","","","","[16] convert MULTI_SELECT field correctly",""
"passed","Tue Aug 20 09:22:42 GMT 2024","Tue Aug 20 09:22:42 GMT 2024","5","userSelected","","","","","should throw an Error if specified field is in a Table field",""
"passed","Tue Aug 20 09:22:44 GMT 2024","Tue Aug 20 09:22:44 GMT 2024","14","parseCsv","","","","","should convert multiple subtables included csv string to JSON correctly",""
"passed","Tue Aug 20 09:24:27 GMT 2024","Tue Aug 20 09:24:31 GMT 2024","3897","","CliKintoneTest-101 Should return the record contents when exporting the record with --fields specified, including multiple existent field codes.","","","","CliKintoneTest-101 Should return the record contents when exporting the record with --fields specified, including multiple existent field codes.",""
"passed","Tue Aug 20 09:22:42 GMT 2024","Tue Aug 20 09:22:42 GMT 2024","15","Helper functions","compareBuffers","","","","should return TRUE if two buffers are the same",""
"passed","Tue Aug 20 09:23:09 GMT 2024","Tue Aug 20 09:23:09 GMT 2024","605","","CliKintoneTest-24 Should return the error message when importing records with draft API Token.","","","","CliKintoneTest-24 Should return the error message when importing records with draft API Token.",""
"passed","Tue Aug 20 09:24:19 GMT 2024","Tue Aug 20 09:24:23 GMT 2024","3820","","CliKintoneTest-99 Should return the error message when exporting the record with invalid order by query.","","","","CliKintoneTest-99 Should return the error message when exporting the record with invalid order by query.",""
"passed","Tue Aug 20 09:22:41 GMT 2024","Tue Aug 20 09:22:41 GMT 2024","12","upsertRecords","","","","","should upsert records with correct order",""
"passed","Tue Aug 20 09:22:42 GMT 2024","Tue Aug 20 09:22:42 GMT 2024","2","CliKintoneError","","","","","toStringCause should output the correct sentence. (inner: KintoneRestAPIError)",""
"passed","Tue Aug 20 09:22:57 GMT 2024","Tue Aug 20 09:22:57 GMT 2024","101","","CliKintoneTest-8 Should return the error message when the protocol of baseUrl is not HTTPS","","","","CliKintoneTest-8 Should return the error message when the protocol of baseUrl is not HTTPS",""
"passed","Tue Aug 20 09:23:01 GMT 2024","Tue Aug 20 09:23:05 GMT 2024","3867","","CliKintoneTest-21 Should import records to app in space successfully.","","","","CliKintoneTest-21 Should import records to app in space successfully.",""
"passed","Tue Aug 20 09:22:42 GMT 2024","Tue Aug 20 09:22:42 GMT 2024","13","convertFieldValue","","","","","[20] convert DATETIME field correctly",""
"passed","Tue Aug 20 09:24:05 GMT 2024","Tue Aug 20 09:24:06 GMT 2024","1582","","CliKintoneTest-143 Should return the error message when deleting records with incorrect App Code.","","","","CliKintoneTest-143 Should return the error message when deleting records with incorrect App Code.",""
"passed","Tue Aug 20 09:24:34 GMT 2024","Tue Aug 20 09:24:34 GMT 2024","123","","CliKintoneTest-153 Should return the error message when specifying an encoded sjis CSV file, and --encoding option is utf8.","","","","CliKintoneTest-153 Should return the error message when specifying an encoded sjis CSV file, and --encoding option is utf8.",""
"passed","Tue Aug 20 09:23:10 GMT 2024","Tue Aug 20 09:23:12 GMT 2024","1595","","CliKintoneTest-83 Should return the error message when exporting the record with a non-relevant API Token.","","","","CliKintoneTest-83 Should return the error message when exporting the record with a non-relevant API Token.",""
"passed","Tue Aug 20 09:22:41 GMT 2024","Tue Aug 20 09:22:41 GMT 2024","20","upsertRecords","","","","","should throw error when unsupported field is passed as update key",""
"passed","Tue Aug 20 09:23:33 GMT 2024","Tue Aug 20 09:23:41 GMT 2024","8055","","CliKintoneTest-35 Should import the records successfully with attachment.","","","","CliKintoneTest-35 Should import the records successfully with attachment.",""
"passed","Tue Aug 20 09:24:23 GMT 2024","Tue Aug 20 09:24:27 GMT 2024","3825","","CliKintoneTest-100 Should return the record contents when exporting the record with --fields specified.","","","","CliKintoneTest-100 Should return the record contents when exporting the record with --fields specified.",""
"passed","Tue Aug 20 09:22:43 GMT 2024","Tue Aug 20 09:22:43 GMT 2024","2","Record - Subcommand","getArgumentsListBySubcommand","","","","should return the arguments list of the record import correctly",""
"passed","Tue Aug 20 09:25:16 GMT 2024","Tue Aug 20 09:25:19 GMT 2024","3386","","CliKintoneTest-55 Should import the records successfully with --fields specified, including field code of the table.","","","","CliKintoneTest-55 Should import the records successfully with --fields specified, including field code of the table.",""
"passed","Tue Aug 20 09:22:59 GMT 2024","Tue Aug 20 09:22:59 GMT 2024","621","","CliKintoneTest-14 Should return the error message when no authorized information","","","","CliKintoneTest-14 Should return the error message when no authorized information",""
"passed","Tue Aug 20 09:23:00 GMT 2024","Tue Aug 20 09:23:01 GMT 2024","1160","","CliKintoneTest-20 Should return the error message when the user has no privilege to add records.","","","","CliKintoneTest-20 Should return the error message when the user has no privilege to add records.",""
"passed","Tue Aug 20 09:22:42 GMT 2024","Tue Aug 20 09:22:42 GMT 2024","8","convertFieldValue","","","","","[9] convert UPDATED_TIME field correctly",""
"passed","Tue Aug 20 09:23:14 GMT 2024","Tue Aug 20 09:23:14 GMT 2024","612","","CliKintoneTest-27 Should return the error message when importing records with valid and invalid API Tokens.","","","","CliKintoneTest-27 Should return the error message when importing records with valid and invalid API Tokens.",""
"passed","Tue Aug 20 09:22:43 GMT 2024","Tue Aug 20 09:22:43 GMT 2024","6","deleteRecords","","","","","should not fail",""
"passed","Tue Aug 20 09:23:25 GMT 2024","Tue Aug 20 09:23:25 GMT 2024","103","","CliKintoneTest-134 Should return the error message when authorizing with username/password.","","","","CliKintoneTest-134 Should return the error message when authorizing with username/password.",""
"passed","Tue Aug 20 09:22:43 GMT 2024","Tue Aug 20 09:22:43 GMT 2024","3","deleteAllRecords","","","","","should not fail",""
"passed","Tue Aug 20 09:22:56 GMT 2024","Tue Aug 20 09:22:56 GMT 2024","138","","CliKintoneTest-2 Should return the error message when specifying unknown subcommand","","","","CliKintoneTest-2 Should return the error message when specifying unknown subcommand",""
"passed","Tue Aug 20 09:22:43 GMT 2024","Tue Aug 20 09:22:43 GMT 2024","7","csvStringifier","","","","","should convert kintone records to csv string correctly",""
"passed","Tue Aug 20 09:24:11 GMT 2024","Tue Aug 20 09:24:15 GMT 2024","3900","","CliKintoneTest-97 Should return the record contents with valid condition query (-c option).","","","","CliKintoneTest-97 Should return the record contents with valid condition query (-c option).",""
"passed","Tue Aug 20 09:22:43 GMT 2024","Tue Aug 20 09:22:43 GMT 2024","1","buildHeaderFields","","","","","should generate fieldCode array correctly (data without subtable)",""
"passed","Tue Aug 20 09:22:44 GMT 2024","Tue Aug 20 09:22:44 GMT 2024","15","parseCsv","","","","","should convert empty csv string to JSON correctly",""
"passed","Tue Aug 20 09:24:35 GMT 2024","Tue Aug 20 09:24:36 GMT 2024","1251","","CliKintoneTest-166 Should return the warning message when the specified app does not have any records.","","","","CliKintoneTest-166 Should return the warning message when the specified app does not have any records.",""
"passed","Tue Aug 20 09:22:43 GMT 2024","Tue Aug 20 09:22:43 GMT 2024","3","ProgressLogger","","","","","should show progress logs correctly with aborting",""
"passed","Tue Aug 20 09:23:30 GMT 2024","Tue Aug 20 09:23:33 GMT 2024","2747","","CliKintoneTest-33 Should import the records successfully with --attachments-dir specified and no attachment field.","","","","CliKintoneTest-33 Should import the records successfully with --attachments-dir specified and no attachment field.",""
"passed","Tue Aug 20 09:22:42 GMT 2024","Tue Aug 20 09:22:42 GMT 2024","12","convertFieldValue","","","","","[30] convert SUBTABLE field correctly",""
"passed","Tue Aug 20 09:22:42 GMT 2024","Tue Aug 20 09:22:42 GMT 2024","5","Record command","Missing required parameters","","","","should throw error when missing subcommand",""
"passed","Tue Aug 20 09:22:42 GMT 2024","Tue Aug 20 09:22:42 GMT 2024","6","convertFieldValue","","","","","[1] convert SINGLE_LINE_TEXT field correctly",""
"passed","Tue Aug 20 09:22:43 GMT 2024","Tue Aug 20 09:22:43 GMT 2024","3","Record - Subcommand","getArgumentsListBySubcommand","","","","should return the arguments list of the record delete correctly",""
"passed","Tue Aug 20 09:22:43 GMT 2024","Tue Aug 20 09:22:43 GMT 2024","2","validateRecordNumbers","","","","","should not throw error",""
"passed","Tue Aug 20 09:22:41 GMT 2024","Tue Aug 20 09:22:41 GMT 2024","8","getRecords","","","","","should not be failed",""
"passed","Tue Aug 20 09:25:23 GMT 2024","Tue Aug 20 09:25:25 GMT 2024","1977","","CliKintoneTest-61 Should return the error message when the guest space does not exist.","","","","CliKintoneTest-61 Should return the error message when the guest space does not exist.",""
"passed","Tue Aug 20 09:22:42 GMT 2024","Tue Aug 20 09:22:42 GMT 2024","8","convertFieldValue","","","","","[10] convert RADIO_BUTTON field correctly",""
"passed","Tue Aug 20 09:22:42 GMT 2024","Tue Aug 20 09:22:42 GMT 2024","2","parseKintoneRestAPIError","","","","","should return parsed string",""
"passed","Tue Aug 20 09:22:43 GMT 2024","Tue Aug 20 09:22:43 GMT 2024","5","validateRecordNumbers","","","","","should throw error when the record number is invalid",""
"passed","Tue Aug 20 09:23:15 GMT 2024","Tue Aug 20 09:23:18 GMT 2024","2978","","CliKintoneTest-29 Should return the error message when updating records with an API Token without View/Edit permission.","","","","CliKintoneTest-29 Should return the error message when updating records with an API Token without View/Edit permission.",""
"passed","Tue Aug 20 09:23:26 GMT 2024","Tue Aug 20 09:23:30 GMT 2024","3877","","CliKintoneTest-32 Should import the records successfully with username and password (-p option).","","","","CliKintoneTest-32 Should import the records successfully with username and password (-p option).",""
"passed","Tue Aug 20 09:23:10 GMT 2024","Tue Aug 20 09:23:14 GMT 2024","3918","","CliKintoneTest-26 Should import the records successfully with two valid API Token in different apps.","","","","CliKintoneTest-26 Should import the records successfully with two valid API Token in different apps.",""
"passed","Tue Aug 20 09:22:44 GMT 2024","Tue Aug 20 09:22:44 GMT 2024","11","parseCsv","","","","","should convert subtable included csv string to JSON correctly",""
"passed","Tue Aug 20 09:22:42 GMT 2024","Tue Aug 20 09:22:42 GMT 2024","5","StandardLogger","","","","","should not display any message when calling logger with 'none' level",""
"passed","Tue Aug 20 09:22:42 GMT 2024","Tue Aug 20 09:22:42 GMT 2024","9","convertFieldValue","","","","","[14] convert FILE field correctly",""
"passed","Tue Aug 20 09:24:48 GMT 2024","Tue Aug 20 09:24:48 GMT 2024","116","","CliKintoneTest-113 Should return the error message when exporting the record with an unsupported character encoding.","","","","CliKintoneTest-113 Should return the error message when exporting the record with an unsupported character encoding.",""
"passed","Tue Aug 20 09:22:41 GMT 2024","Tue Aug 20 09:22:41 GMT 2024","5","addRecords","","","","","should includes a Record Number field",""
"passed","Tue Aug 20 09:22:45 GMT 2024","Tue Aug 20 09:22:45 GMT 2024","4","createSchema","","","","","formLayout should create schema correctly without system fields on layout",""
"passed","Tue Aug 20 09:24:22 GMT 2024","Tue Aug 20 09:24:22 GMT 2024","118","","CliKintoneTest-43 Should return the error message when importing a non-existent CSV file.","","","","CliKintoneTest-43 Should return the error message when importing a non-existent CSV file.",""
"passed","Tue Aug 20 09:24:03 GMT 2024","Tue Aug 20 09:24:07 GMT 2024","3949","","CliKintoneTest-95 Should return the record contents with valid condition query.","","","","CliKintoneTest-95 Should return the record contents with valid condition query.",""
"passed","Tue Aug 20 09:22:41 GMT 2024","Tue Aug 20 09:22:41 GMT 2024","22","upsertRecords","","","","","should throw error when the field specified in schema does not exist on input record",""
"passed","Tue Aug 20 09:22:42 GMT 2024","Tue Aug 20 09:22:42 GMT 2024","4","StandardLogger","","","","","should display FATAL message when calling logger with ""fatal"" level",""
"passed","Tue Aug 20 09:22:42 GMT 2024","Tue Aug 20 09:22:42 GMT 2024","7","userSelected","","","","","should throw an Error if specified field is not supported",""
"passed","Tue Aug 20 09:22:56 GMT 2024","Tue Aug 20 09:22:56 GMT 2024","113","","CliKintoneTest-5 Should return the error message when lacking of --base-url option","","","","CliKintoneTest-5 Should return the error message when lacking of --base-url option",""
"passed","Tue Aug 20 09:22:43 GMT 2024","Tue Aug 20 09:22:43 GMT 2024","5","validateRecordNumbers","","","","","should throw error when the record number is empty",""
"passed","Tue Aug 20 09:22:41 GMT 2024","Tue Aug 20 09:22:41 GMT 2024","7","api","","","","","should pass information of client certificate and proxy server to the apiClient correctly",""
"passed","Tue Aug 20 09:22:45 GMT 2024","Tue Aug 20 09:22:45 GMT 2024","23","readFile","","","","","can read sjis encoded csv file correctly",""
"passed","Tue Aug 20 09:25:34 GMT 2024","Tue Aug 20 09:25:44 GMT 2024","10765","","CliKintoneTest-75 Should delete attachments successfully when upserting records without the attachment field.","","","","CliKintoneTest-75 Should delete attachments successfully when upserting records without the attachment field.",""
"passed","Tue Aug 20 09:22:41 GMT 2024","Tue Aug 20 09:22:41 GMT 2024","24","upsertRecords","","","","","should throw error when the field in table specified in schema does not exist on input record",""
"passed","Tue Aug 20 09:22:42 GMT 2024","Tue Aug 20 09:22:42 GMT 2024","7","withIndexIterator","","","","","can iterate from data source with index",""
"passed","Tue Aug 20 09:22:45 GMT 2024","Tue Aug 20 09:22:45 GMT 2024","4","logHandler","","","","","should set ""error"" to the log config level when log-level argument is ""error""",""
"passed","Tue Aug 20 09:22:41 GMT 2024","Tue Aug 20 09:22:41 GMT 2024","18","upsertRecords","","","","","should throw error when update key field is not unique",""
"passed","Tue Aug 20 09:22:45 GMT 2024","Tue Aug 20 09:22:45 GMT 2024","7","hasAppCode","","","","","should pass (input: 123, appCode: App, result: false)",""
"passed","Tue Aug 20 09:22:42 GMT 2024","Tue Aug 20 09:22:42 GMT 2024","16","Helper functions","compareBuffers","","","","should return FALSE if two buffers are different",""
"passed","Tue Aug 20 09:22:42 GMT 2024","Tue Aug 20 09:22:42 GMT 2024","8","convertFieldValue","","","","","[8] convert CALC field correctly",""
"passed","Tue Aug 20 09:22:45 GMT 2024","Tue Aug 20 09:22:45 GMT 2024","2","logHandler","","","","","should set ""debug"" to the log config level when verbose argument is true",""
"passed","Tue Aug 20 09:22:41 GMT 2024","Tue Aug 20 09:22:41 GMT 2024","26","upsertRecords","","","","","should throw error because the record numbers are mixed with those with and without app code",""
"passed","Tue Aug 20 09:22:45 GMT 2024","Tue Aug 20 09:22:45 GMT 2024","3","createSchema","","","","","userSelected should create schema correctly",""
"passed","Tue Aug 20 09:22:45 GMT 2024","Tue Aug 20 09:22:45 GMT 2024","4","hasAppCode","","","","","should pass (input: 1, appCode: , result: false)",""
