"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 09 14:11:57 GMT 2024","Thu May 09 14:12:00 GMT 2024","3107","","CliKintoneTest-97 Should return the record contents with valid condition query (-c option).","","","","CliKintoneTest-97 Should return the record contents with valid condition query (-c option).",""
"passed","Thu May 09 14:11:28 GMT 2024","Thu May 09 14:11:28 GMT 2024","511","","CliKintoneTest-34 Should return the error message when importing non-existent attachment.","","","","CliKintoneTest-34 Should return the error message when importing non-existent attachment.",""
"passed","Thu May 09 14:10:38 GMT 2024","Thu May 09 14:10:38 GMT 2024","3","CliKintoneError","","","","","toStringCause should output the correct sentence. (inner: KintoneRestAPIError with GAIA_IL23)",""
"passed","Thu May 09 14:10:39 GMT 2024","Thu May 09 14:10:39 GMT 2024","5","StandardLogger","","","","","should not display any message when calling logger with 'none' level",""
"passed","Thu May 09 14:11:18 GMT 2024","Thu May 09 14:11:21 GMT 2024","3030","","CliKintoneTest-88 Should return the record contents in CSV format with -u and --password options.","","","","CliKintoneTest-88 Should return the record contents in CSV format with -u and --password options.",""
"passed","Thu May 09 14:10:39 GMT 2024","Thu May 09 14:10:39 GMT 2024","2","fieldInSubtableReader","","","","","empty field value",""
"passed","Thu May 09 14:10:38 GMT 2024","Thu May 09 14:10:39 GMT 2024","6","convertFieldValue","","","","","[4] convert SINGLE_LINE_TEXT field correctly",""
"passed","Thu May 09 14:12:23 GMT 2024","Thu May 09 14:12:26 GMT 2024","2990","","CliKintoneTest-112 Should return the record contents when exporting the record with --encoding option is sjis.","","","","CliKintoneTest-112 Should return the record contents when exporting the record with --encoding option is sjis.",""
"passed","Thu May 09 14:11:00 GMT 2024","Thu May 09 14:11:03 GMT 2024","3155","","CliKintoneTest-79 Should return the record contents in CSV format of the app in a space.","","","","CliKintoneTest-79 Should return the record contents in CSV format of the app in a space.",""
"passed","Thu May 09 14:12:59 GMT 2024","Thu May 09 14:13:00 GMT 2024","1034","","CliKintoneTest-64 Should return the error message when importing records with an unsupported character code.","","","","CliKintoneTest-64 Should return the error message when importing records with an unsupported character code.",""
"passed","Thu May 09 14:12:21 GMT 2024","Thu May 09 14:12:25 GMT 2024","3924","","CliKintoneTest-169 Should not delete the records when specifying other than Y, n in the confirmation prompt.","","","","CliKintoneTest-169 Should not delete the records when specifying other than Y, n in the confirmation prompt.",""
"passed","Thu May 09 14:10:38 GMT 2024","Thu May 09 14:10:38 GMT 2024","26","upsertRecords","","","","","should upsert records correctly with non-updatable fields",""
"passed","Thu May 09 14:10:38 GMT 2024","Thu May 09 14:10:38 GMT 2024","6","upsertRecords","","","","","should upsert records correctly with record number",""
"passed","Thu May 09 14:10:38 GMT 2024","Thu May 09 14:10:38 GMT 2024","2","CliKintoneError","","","","","toStringCause should output the correct sentence. (inner: KintoneRestAPIError)",""
"passed","Thu May 09 14:11:01 GMT 2024","Thu May 09 14:11:02 GMT 2024","503","","CliKintoneTest-14 Should return the error message when no authorized information","","","","CliKintoneTest-14 Should return the error message when no authorized information",""
"passed","Thu May 09 14:10:39 GMT 2024","Thu May 09 14:10:39 GMT 2024","2","fieldInSubtableReader","","","","","missing field value",""
"passed","Thu May 09 14:11:12 GMT 2024","Thu May 09 14:11:13 GMT 2024","475","","CliKintoneTest-27 Should return the error message when importing records with valid and invalid API Tokens.","","","","CliKintoneTest-27 Should return the error message when importing records with valid and invalid API Tokens.",""
"passed","Thu May 09 14:11:23 GMT 2024","Thu May 09 14:11:26 GMT 2024","3010","","CliKintoneTest-32 Should import the records successfully with username and password (-p option).","","","","CliKintoneTest-32 Should import the records successfully with username and password (-p option).",""
"passed","Thu May 09 14:10:38 GMT 2024","Thu May 09 14:10:38 GMT 2024","4","addRecords","","","","","should pass parameters to the apiClient correctly",""
"passed","Thu May 09 14:10:38 GMT 2024","Thu May 09 14:10:38 GMT 2024","11","addRecords","","","","","should upload files correctly when attachmentsDir is given and with subtable",""
"passed","Thu May 09 14:10:38 GMT 2024","Thu May 09 14:10:38 GMT 2024","7","convertFieldValue","","","","","[6] convert LINK field correctly",""
"passed","Thu May 09 14:11:03 GMT 2024","Thu May 09 14:11:03 GMT 2024","484","","CliKintoneTest-18 Should return the error message when authorization information is incomplete (password)","","","","CliKintoneTest-18 Should return the error message when authorization information is incomplete (password)",""
