"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 09 14:20:00 GMT 2024","Thu May 09 14:20:00 GMT 2024","8","convertFieldValue","","","","","[12] convert DATE field correctly",""
"passed","Thu May 09 14:22:15 GMT 2024","Thu May 09 14:22:18 GMT 2024","2893","","CliKintoneTest-48 Should return the error message when upserting with a non-prohibit duplicate values Number field.","","","","CliKintoneTest-48 Should return the error message when upserting with a non-prohibit duplicate values Number field.",""
"passed","Thu May 09 14:21:31 GMT 2024","Thu May 09 14:21:31 GMT 2024","609","","CliKintoneTest-150 Should return the error message when deleting records with incorrect guest space ID.","","","","CliKintoneTest-150 Should return the error message when deleting records with incorrect guest space ID.",""
"passed","Thu May 09 14:20:02 GMT 2024","Thu May 09 14:20:02 GMT 2024","6","deleteAllRecords","","","","","should throw error when API response is error",""
"passed","Thu May 09 14:20:01 GMT 2024","Thu May 09 14:20:01 GMT 2024","4","StandardLogger","","","","","should not display any message when calling logger with 'none' level",""
"passed","Thu May 09 14:20:01 GMT 2024","Thu May 09 14:20:01 GMT 2024","4","deleteRecords","","","","","should pass parameters to the apiClient correctly",""
"passed","Thu May 09 14:20:04 GMT 2024","Thu May 09 14:20:04 GMT 2024","2","ParserError","","","","","should be constructed with CsvError",""
"passed","Thu May 09 14:20:00 GMT 2024","Thu May 09 14:20:00 GMT 2024","12","convertFieldValue","","","","","[29] convert STATUS_ASSIGNEE field correctly",""
"passed","Thu May 09 14:22:48 GMT 2024","Thu May 09 14:22:52 GMT 2024","3914","","CliKintoneTest-63 Should import the records successfully with --encoding option is sjis.","","","","CliKintoneTest-63 Should import the records successfully with --encoding option is sjis.",""
"passed","Thu May 09 14:20:01 GMT 2024","Thu May 09 14:20:01 GMT 2024","8","convertFieldValue","","","","","[8] convert LINK field correctly",""
"passed","Thu May 09 14:22:36 GMT 2024","Thu May 09 14:22:39 GMT 2024","3363","","CliKintoneTest-55 Should import the records successfully with --fields specified, including field code of the table.","","","","CliKintoneTest-55 Should import the records successfully with --fields specified, including field code of the table.",""
"passed","Thu May 09 14:20:02 GMT 2024","Thu May 09 14:20:02 GMT 2024","2","ProgressLogger","","","","","should show progress logs correctly",""
"passed","Thu May 09 14:22:01 GMT 2024","Thu May 09 14:22:05 GMT 2024","3899","","CliKintoneTest-111 Should return the record contents when exporting the record with --encoding option is utf8.","","","","CliKintoneTest-111 Should return the record contents when exporting the record with --encoding option is utf8.",""
"passed","Thu May 09 14:20:01 GMT 2024","Thu May 09 14:20:01 GMT 2024","3","StandardLogger","","","","","should display INFO message when calling logger with ""info"" level",""
