"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 21 20:54:24 GMT 2024","Wed Aug 21 20:54:26 GMT 2024","1727","","CliKintoneTest-61 Should return the error message when the guest space does not exist.","","","","CliKintoneTest-61 Should return the error message when the guest space does not exist.",""
"passed","Wed Aug 21 20:53:09 GMT 2024","Wed Aug 21 20:53:13 GMT 2024","3804","","CliKintoneTest-96 Should return the error message when exporting the record with invalid condition query.","","","","CliKintoneTest-96 Should return the error message when exporting the record with invalid condition query.",""
"passed","Wed Aug 21 20:53:24 GMT 2024","Wed Aug 21 20:53:24 GMT 2024","615","","CliKintoneTest-42 Should return the error message when importing an unsupported file type.","","","","CliKintoneTest-42 Should return the error message when importing an unsupported file type.",""
"passed","Wed Aug 21 20:52:22 GMT 2024","Wed Aug 21 20:52:22 GMT 2024","101","","CliKintoneTest-134 Should return the error message when authorizing with username/password.","","","","CliKintoneTest-134 Should return the error message when authorizing with username/password.",""
"passed","Wed Aug 21 20:54:06 GMT 2024","Wed Aug 21 20:54:10 GMT 2024","3933","","CliKintoneTest-51 Should import the records successfully with --fields specified.","","","","CliKintoneTest-51 Should import the records successfully with --fields specified.",""
"passed","Wed Aug 21 20:51:48 GMT 2024","Wed Aug 21 20:51:48 GMT 2024","9","getRecords","","","","","can get records",""
"passed","Wed Aug 21 20:51:49 GMT 2024","Wed Aug 21 20:51:49 GMT 2024","3","CliKintoneError","","","","","toStringCause should output the correct sentence. (inner: KintoneRestAPIError)",""
"passed","Wed Aug 21 20:51:50 GMT 2024","Wed Aug 21 20:51:50 GMT 2024","7","csvStringifier","","","","","should convert kintone records to csv string correctly",""
"passed","Wed Aug 21 20:54:26 GMT 2024","Wed Aug 21 20:54:29 GMT 2024","3311","","CliKintoneTest-62 Should import the records successfully with --encoding option is utf8.","","","","CliKintoneTest-62 Should import the records successfully with --encoding option is utf8.",""
"passed","Wed Aug 21 20:51:49 GMT 2024","Wed Aug 21 20:51:49 GMT 2024","5","withIndexIterator","","","","","can iterate from data source with index",""
"passed","Wed Aug 21 20:51:52 GMT 2024","Wed Aug 21 20:51:52 GMT 2024","3","createSchema","","","","","userSelected should create schema correctly",""
"passed","Wed Aug 21 20:53:42 GMT 2024","Wed Aug 21 20:53:42 GMT 2024","610","","CliKintoneTest-110 Should return the error message when exporting the record with incorrect --guest-space-id","","","","CliKintoneTest-110 Should return the error message when exporting the record with incorrect --guest-space-id",""
"passed","Wed Aug 21 20:51:50 GMT 2024","Wed Aug 21 20:51:50 GMT 2024","2","ProgressLogger","","","","","should show progress logs correctly",""
"passed","Wed Aug 21 20:51:49 GMT 2024","Wed Aug 21 20:51:49 GMT 2024","14","convertFieldValue","","","","","[24] convert ORGANIZATION_SELECT field correctly",""
"passed","Wed Aug 21 20:53:21 GMT 2024","Wed Aug 21 20:53:25 GMT 2024","3846","","CliKintoneTest-99 Should return the error message when exporting the record with invalid order by query.","","","","CliKintoneTest-99 Should return the error message when exporting the record with invalid order by query.",""
