"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 18 08:20:48 GMT 2024","Fri Oct 18 08:20:48 GMT 2024","1","createSchema","","","","","userSelected should create schema correctly",""
"passed","Fri Oct 18 08:20:45 GMT 2024","Fri Oct 18 08:20:45 GMT 2024","1","convertFieldValue","","","","","[27] convert GROUP_SELECT field correctly",""
"passed","Fri Oct 18 08:20:44 GMT 2024","Fri Oct 18 08:20:44 GMT 2024","1","upsertRecords","","","","","should throw error when the field specified in schema does not exist on input record",""
"passed","Fri Oct 18 08:23:09 GMT 2024","Fri Oct 18 08:23:13 GMT 2024","4939","","CliKintoneTest-167 Should not delete the records when specifying ""N"" in the confirmation prompt.","","","","CliKintoneTest-167 Should not delete the records when specifying ""N"" in the confirmation prompt.",""
"passed","Fri Oct 18 08:20:45 GMT 2024","Fri Oct 18 08:20:45 GMT 2024","0","convertFieldValue","","","","","[5] convert NUMBER field correctly",""
"passed","Fri Oct 18 08:20:47 GMT 2024","Fri Oct 18 08:20:47 GMT 2024","5","File Generator functions","","","","","should throw error when generating unsupported file extension",""
"passed","Fri Oct 18 08:22:11 GMT 2024","Fri Oct 18 08:22:13 GMT 2024","2627","","CliKintoneTest-33 Should import the records successfully with --attachments-dir specified and no attachment field.","","","","CliKintoneTest-33 Should import the records successfully with --attachments-dir specified and no attachment field.",""
"passed","Fri Oct 18 08:20:45 GMT 2024","Fri Oct 18 08:20:45 GMT 2024","1","Helper functions","compareBuffers","","","","should return TRUE if two buffers are the same",""
"passed","Fri Oct 18 08:20:44 GMT 2024","Fri Oct 18 08:20:44 GMT 2024","1","groupByKeyChunked","","","","","can separate date source by group and chunked",""
"passed","Fri Oct 18 08:20:45 GMT 2024","Fri Oct 18 08:20:45 GMT 2024","1","convertFieldValue","","","","","[14] convert CREATOR field correctly",""
"passed","Fri Oct 18 08:20:48 GMT 2024","Fri Oct 18 08:20:48 GMT 2024","1","DeleteRecordsError","","","","","should return error message",""
"passed","Fri Oct 18 08:22:09 GMT 2024","Fri Oct 18 08:22:09 GMT 2024","118","","CliKintoneTest-136 Should return the error message when deleting records with a lacking value of --file-path option.","","","","CliKintoneTest-136 Should return the error message when deleting records with a lacking value of --file-path option.",""
"passed","Fri Oct 18 08:20:48 GMT 2024","Fri Oct 18 08:20:48 GMT 2024","2","parseCsv","","","","","should convert csv string to JSON correctly (LF)",""
"passed","Fri Oct 18 08:20:46 GMT 2024","Fri Oct 18 08:20:46 GMT 2024","0","validateRecordNumbers","","","","","should throw error when the record number is not exists",""
"passed","Fri Oct 18 08:20:45 GMT 2024","Fri Oct 18 08:20:45 GMT 2024","1","Helper functions","replacePlaceholders","","","","should replace placeholders correctly",""
"passed","Fri Oct 18 08:20:46 GMT 2024","Fri Oct 18 08:20:47 GMT 2024","264","main","","","","","should throw error when no commands are passed",""
"passed","Fri Oct 18 08:21:59 GMT 2024","Fri Oct 18 08:22:03 GMT 2024","3754","","CliKintoneTest-30 Should import the records successfully with username and password.","","","","CliKintoneTest-30 Should import the records successfully with username and password.",""
"passed","Fri Oct 18 08:22:53 GMT 2024","Fri Oct 18 08:22:57 GMT 2024","4157","","CliKintoneTest-98 Should return the record contents with valid --order-by option.","","","","CliKintoneTest-98 Should return the record contents with valid --order-by option.",""
"passed","Fri Oct 18 08:20:45 GMT 2024","Fri Oct 18 08:20:45 GMT 2024","2","DeleteAllRecordsError","","","","","should return error message",""
"passed","Fri Oct 18 08:22:28 GMT 2024","Fri Oct 18 08:22:35 GMT 2024","6955","","CliKintoneTest-93 Should return the record contents and download attachments successfully with attachments in a record.","","","","CliKintoneTest-93 Should return the record contents and download attachments successfully with attachments in a record.",""
"passed","Fri Oct 18 08:23:07 GMT 2024","Fri Oct 18 08:23:07 GMT 2024","586","","CliKintoneTest-154 Should return the error message when specifying an encoded utf8 CSV file, and --encoding option is sjis.","","","","CliKintoneTest-154 Should return the error message when specifying an encoded utf8 CSV file, and --encoding option is sjis.",""
"passed","Fri Oct 18 08:20:45 GMT 2024","Fri Oct 18 08:20:45 GMT 2024","3","Helper functions","generateCsvRow","","","","should generate CSV row correctly",""
"passed","Fri Oct 18 08:22:49 GMT 2024","Fri Oct 18 08:22:58 GMT 2024","8447","","CliKintoneTest-151 Should delete the records successfully with an encoded utf8 CSV file, and --encoding option is utf8.","","","","CliKintoneTest-151 Should delete the records successfully with an encoded utf8 CSV file, and --encoding option is utf8.",""
"failed","Fri Oct 18 08:21:55 GMT 2024","Fri Oct 18 08:21:55 GMT 2024","522","","CliKintoneTest-130 Should return the error message when deleting the record with a draft API Token.","","","","CliKintoneTest-130 Should return the error message when deleting the record with a draft API Token.",""
"passed","Fri Oct 18 08:20:45 GMT 2024","Fri Oct 18 08:20:45 GMT 2024","0","convertFieldValue","","","","","[3] convert MULTI_LINE_TEXT field correctly",""
"passed","Fri Oct 18 08:23:53 GMT 2024","Fri Oct 18 08:23:55 GMT 2024","1725","","CliKintoneTest-53 Should return the error message when importing records with --fields specified, including existent and non-existent field codes.","","","","CliKintoneTest-53 Should return the error message when importing records with --fields specified, including existent and non-existent field codes.",""
"passed","Fri Oct 18 08:21:38 GMT 2024","Fri Oct 18 08:21:38 GMT 2024","120","","CliKintoneTest-5 Should return the error message when lacking of --base-url option","","","","CliKintoneTest-5 Should return the error message when lacking of --base-url option",""
"passed","Fri Oct 18 08:22:22 GMT 2024","Fri Oct 18 08:22:31 GMT 2024","8516","","CliKintoneTest-37 Should import the records successfully with multiple attachments on a field.","","","","CliKintoneTest-37 Should import the records successfully with multiple attachments on a field.",""
"passed","Fri Oct 18 08:20:45 GMT 2024","Fri Oct 18 08:20:45 GMT 2024","0","convertFieldValue","","","","","[11] convert DATETIME field correctly",""
"passed","Fri Oct 18 08:21:39 GMT 2024","Fri Oct 18 08:21:40 GMT 2024","536","","CliKintoneTest-12 Should return the error message when the app doesn't exist","","","","CliKintoneTest-12 Should return the error message when the app doesn't exist",""
"passed","Fri Oct 18 08:20:45 GMT 2024","Fri Oct 18 08:20:45 GMT 2024","1","Record command","Valid parameters","","","","should return the import query correctly",""
"passed","Fri Oct 18 08:20:45 GMT 2024","Fri Oct 18 08:20:45 GMT 2024","1","convertFieldValue","","","","","[8] convert CALC field correctly",""
"passed","Fri Oct 18 08:20:44 GMT 2024","Fri Oct 18 08:20:44 GMT 2024","2","api","","","","","should pass guestSpaceId to the apiClient correctly",""
"passed","Fri Oct 18 08:20:47 GMT 2024","Fri Oct 18 08:20:47 GMT 2024","254","main","","","","","should throw error when an undefined command is passed",""
"passed","Fri Oct 18 08:20:46 GMT 2024","Fri Oct 18 08:20:46 GMT 2024","3","validateRecordNumbers","","","","","should throw error when the record number is invalid",""
"passed","Fri Oct 18 08:22:49 GMT 2024","Fri Oct 18 08:22:49 GMT 2024","592","","CliKintoneTest-150 Should return the error message when deleting records with incorrect guest space ID.","","","","CliKintoneTest-150 Should return the error message when deleting records with incorrect guest space ID.",""
"passed","Fri Oct 18 08:20:45 GMT 2024","Fri Oct 18 08:20:45 GMT 2024","5","Record command","Missing required parameters","","","","should throw error when missing subcommand",""
"passed","Fri Oct 18 08:20:44 GMT 2024","Fri Oct 18 08:20:44 GMT 2024","2","upsertRecords","","","","","should upsert records correctly with single line text",""
"passed","Fri Oct 18 08:20:44 GMT 2024","Fri Oct 18 08:20:44 GMT 2024","1","addRecords","","","","","should includes a Record Number field",""
"passed","Fri Oct 18 08:23:00 GMT 2024","Fri Oct 18 08:23:00 GMT 2024","122","","CliKintoneTest-43 Should return the error message when importing a non-existent CSV file.","","","","CliKintoneTest-43 Should return the error message when importing a non-existent CSV file.",""
"failed","Fri Oct 18 08:21:41 GMT 2024","Fri Oct 18 08:21:42 GMT 2024","526","","CliKintoneTest-17 Should return the error message when the user information is incorrect","","","","CliKintoneTest-17 Should return the error message when the user information is incorrect",""
"passed","Fri Oct 18 08:20:45 GMT 2024","Fri Oct 18 08:20:45 GMT 2024","0","convertFieldValue","","","","","[13] convert FILE field correctly",""
"passed","Fri Oct 18 08:20:44 GMT 2024","Fri Oct 18 08:20:44 GMT 2024","1","upsertRecords","","","","","should throw error because the record numbers are mixed with those with and without app code",""
"passed","Fri Oct 18 08:20:44 GMT 2024","Fri Oct 18 08:20:44 GMT 2024","1","withIndexIterator","","","","","can iterate from data source with index",""
"passed","Fri Oct 18 08:20:45 GMT 2024","Fri Oct 18 08:20:45 GMT 2024","1","convertFieldValue","","","","","[23] convert ORGANIZATION_SELECT field correctly",""
"passed","Fri Oct 18 08:23:21 GMT 2024","Fri Oct 18 08:23:25 GMT 2024","3828","","CliKintoneTest-112 Should return the record contents when exporting the record with --encoding option is sjis.","","","","CliKintoneTest-112 Should return the record contents when exporting the record with --encoding option is sjis.",""
