"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 21 20:47:39 GMT 2024","Sun Apr 21 20:47:39 GMT 2024","4","api","","","","","should pass guestSpaceId to the apiClient correctly",""
"passed","Sun Apr 21 20:47:40 GMT 2024","Sun Apr 21 20:47:40 GMT 2024","2","CliKintoneError","","","","","toStringCause should output the correct sentence. (inner: KintoneRestAPIError)",""
"passed","Sun Apr 21 20:47:39 GMT 2024","Sun Apr 21 20:47:39 GMT 2024","6","api","","","","","should pass information of client certificate to the apiClient correctly",""
"passed","Sun Apr 21 20:47:43 GMT 2024","Sun Apr 21 20:47:43 GMT 2024","13","File Generator functions","","","","","should throw error when file path is invalid",""
"passed","Sun Apr 21 20:48:06 GMT 2024","Sun Apr 21 20:48:07 GMT 2024","1203","","CliKintoneTest-83 Should return the error message when exporting the record with a non-relevant API Token.","","","","CliKintoneTest-83 Should return the error message when exporting the record with a non-relevant API Token.",""
"passed","Sun Apr 21 20:49:00 GMT 2024","Sun Apr 21 20:49:07 GMT 2024","7005","","CliKintoneTest-152 Should delete the records successfully with an encoded sjis CSV file, and --encoding option is sjis.","","","","CliKintoneTest-152 Should delete the records successfully with an encoded sjis CSV file, and --encoding option is sjis.",""
"passed","Sun Apr 21 20:49:18 GMT 2024","Sun Apr 21 20:49:21 GMT 2024","2999","","CliKintoneTest-112 Should return the record contents when exporting the record with --encoding option is sjis.","","","","CliKintoneTest-112 Should return the record contents when exporting the record with --encoding option is sjis.",""
"passed","Sun Apr 21 20:47:40 GMT 2024","Sun Apr 21 20:47:40 GMT 2024","12","convertFieldValue","","","","","[29] convert STATUS_ASSIGNEE field correctly",""
"passed","Sun Apr 21 20:48:14 GMT 2024","Sun Apr 21 20:48:14 GMT 2024","101","","CliKintoneTest-134 Should return the error message when authorizing with username/password.","","","","CliKintoneTest-134 Should return the error message when authorizing with username/password.",""
"passed","Sun Apr 21 20:47:40 GMT 2024","Sun Apr 21 20:47:40 GMT 2024","7","convertFieldValue","","","","","[4] convert SINGLE_LINE_TEXT field correctly",""
"passed","Sun Apr 21 20:49:41 GMT 2024","Sun Apr 21 20:49:42 GMT 2024","1374","","CliKintoneTest-54 Should return the error message when importing records with --fields specified, including fields within a table.","","","","CliKintoneTest-54 Should return the error message when importing records with --fields specified, including fields within a table.",""
"passed","Sun Apr 21 20:48:37 GMT 2024","Sun Apr 21 20:48:44 GMT 2024","7044","","CliKintoneTest-142 Should delete the records of the app that have set the App Code, and the Record_number does not contain the App Code.","","","","CliKintoneTest-142 Should delete the records of the app that have set the App Code, and the Record_number does not contain the App Code.",""
"passed","Sun Apr 21 20:49:16 GMT 2024","Sun Apr 21 20:49:18 GMT 2024","2274","","CliKintoneTest-46 Should return the error message when upserting with a non-prohibit duplicate values Text field.","","","","CliKintoneTest-46 Should return the error message when upserting with a non-prohibit duplicate values Text field.",""
"passed","Sun Apr 21 20:48:05 GMT 2024","Sun Apr 21 20:48:05 GMT 2024","474","","CliKintoneTest-24 Should return the error message when importing records with draft API Token.","","","","CliKintoneTest-24 Should return the error message when importing records with draft API Token.",""
"passed","Sun Apr 21 20:49:05 GMT 2024","Sun Apr 21 20:49:08 GMT 2024","3025","","CliKintoneTest-101 Should return the record contents when exporting the record with --fields specified, including multiple existent field codes.","","","","CliKintoneTest-101 Should return the record contents when exporting the record with --fields specified, including multiple existent field codes.",""
"passed","Sun Apr 21 20:47:43 GMT 2024","Sun Apr 21 20:47:43 GMT 2024","10","hasAppCode","","","","","should throw with invalid error (input: Hoge-123, appCode: App)",""
"passed","Sun Apr 21 20:47:56 GMT 2024","Sun Apr 21 20:47:57 GMT 2024","973","","CliKintoneTest-6 Should return the error message when the baseUrl is non-existent subdomain","","","","CliKintoneTest-6 Should return the error message when the baseUrl is non-existent subdomain",""
"passed","Sun Apr 21 20:47:44 GMT 2024","Sun Apr 21 20:47:44 GMT 2024","1","utils/operateFilename.ts","","","","","should replace a special character",""
"passed","Sun Apr 21 20:47:40 GMT 2024","Sun Apr 21 20:47:40 GMT 2024","7","upsertRecords","","","","","should upsert records correctly with record numbers on local and kintone have app code",""
"passed","Sun Apr 21 20:47:42 GMT 2024","Sun Apr 21 20:47:42 GMT 2024","9","csvStringifier","","","","","should convert kintone records to csv string correctly when FILE included and with attachmentsDir option",""
"passed","Sun Apr 21 20:47:40 GMT 2024","Sun Apr 21 20:47:40 GMT 2024","4","groupByKeyChunked","","","","","can separate date source by group and chunked",""
"passed","Sun Apr 21 20:47:43 GMT 2024","Sun Apr 21 20:47:43 GMT 2024","2","stringifier","","","","","should stringify records as csv correctly",""
"passed","Sun Apr 21 20:49:08 GMT 2024","Sun Apr 21 20:49:09 GMT 2024","992","","CliKintoneTest-166 Should return the warning message when the specified app does not have any records.","","","","CliKintoneTest-166 Should return the warning message when the specified app does not have any records.",""
"passed","Sun Apr 21 20:49:22 GMT 2024","Sun Apr 21 20:49:26 GMT 2024","4189","","CliKintoneTest-124 Should return the record contents successfully, including table data, when exporting the records","","","","CliKintoneTest-124 Should return the record contents successfully, including table data, when exporting the records",""
"passed","Sun Apr 21 20:47:40 GMT 2024","Sun Apr 21 20:47:40 GMT 2024","4","withIndexIterator","","","","","can iterate from data source with index",""
"passed","Sun Apr 21 20:47:58 GMT 2024","Sun Apr 21 20:47:59 GMT 2024","622","","CliKintoneTest-14 Should return the error message when no authorized information","","","","CliKintoneTest-14 Should return the error message when no authorized information",""
"passed","Sun Apr 21 20:49:21 GMT 2024","Sun Apr 21 20:49:22 GMT 2024","117","","CliKintoneTest-113 Should return the error message when exporting the record with an unsupported character encoding.","","","","CliKintoneTest-113 Should return the error message when exporting the record with an unsupported character encoding.",""
"passed","Sun Apr 21 20:47:40 GMT 2024","Sun Apr 21 20:47:40 GMT 2024","26","upsertRecords","","","","","should throw error because the record numbers are mixed with those with and without app code",""
"passed","Sun Apr 21 20:48:49 GMT 2024","Sun Apr 21 20:48:52 GMT 2024","3022","","CliKintoneTest-96 Should return the error message when exporting the record with invalid condition query.","","","","CliKintoneTest-96 Should return the error message when exporting the record with invalid condition query.",""
"passed","Sun Apr 21 20:47:41 GMT 2024","Sun Apr 21 20:47:41 GMT 2024","2","fieldInSubtableReader","","","","","missing field value",""
"passed","Sun Apr 21 20:47:40 GMT 2024","Sun Apr 21 20:47:40 GMT 2024","6","convertFieldValue","","","","","[2] convert MODIFIER field correctly",""
"passed","Sun Apr 21 20:47:40 GMT 2024","Sun Apr 21 20:47:40 GMT 2024","7","convertFieldValue","","","","","[11] convert DATETIME field correctly",""
"passed","Sun Apr 21 20:47:43 GMT 2024","Sun Apr 21 20:47:43 GMT 2024","15","readFile","","","","","can read utf8 encoded csv file correctly",""
"passed","Sun Apr 21 20:47:40 GMT 2024","Sun Apr 21 20:47:40 GMT 2024","7","convertFieldValue","","","","","[9] convert CHECK_BOX field correctly",""
"passed","Sun Apr 21 20:47:41 GMT 2024","Sun Apr 21 20:47:41 GMT 2024","11","Helper functions","compareBuffers","","","","should return FALSE if two buffers are different",""
"passed","Sun Apr 21 20:47:40 GMT 2024","Sun Apr 21 20:47:40 GMT 2024","29","upsertRecords","","","","","should upsert records correctly with a Record Number field even if the Record Number field isn't specified as update key",""
"passed","Sun Apr 21 20:47:56 GMT 2024","Sun Apr 21 20:47:59 GMT 2024","3149","","CliKintoneTest-79 Should return the record contents in CSV format of the app in a space.","","","","CliKintoneTest-79 Should return the record contents in CSV format of the app in a space.",""
"passed","Sun Apr 21 20:47:42 GMT 2024","Sun Apr 21 20:47:42 GMT 2024","390","main","","","","","should throw error when an undefined command is passed",""
