"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 11 21:43:03 GMT 2024","Thu Jul 11 21:43:06 GMT 2024","2182","","CliKintoneTest-29 Should return the error message when updating records with an API Token without View/Edit permission.","","","","CliKintoneTest-29 Should return the error message when updating records with an API Token without View/Edit permission.",""
"passed","Thu Jul 11 21:38:46 GMT 2024","Thu Jul 11 21:38:46 GMT 2024","13","File Generator functions","","","","","should throw error when generating unsupported file extension",""
"passed","Thu Jul 11 21:38:46 GMT 2024","Thu Jul 11 21:38:46 GMT 2024","19","parseCsv","","","","","should convert csv string to JSON correctly (CRLF)",""
"passed","Thu Jul 11 21:38:44 GMT 2024","Thu Jul 11 21:38:44 GMT 2024","6","validateRecordNumbers","","","","","should throw error when the record number is duplicated",""
"passed","Thu Jul 11 21:38:43 GMT 2024","Thu Jul 11 21:38:43 GMT 2024","12","Helper functions","compareBuffers","","","","should return FALSE if two buffers are different",""
"passed","Thu Jul 11 21:43:31 GMT 2024","Thu Jul 11 21:43:40 GMT 2024","8659","","CliKintoneTest-38 Should import the records successfully with multiple attachments on different fields in a record.","","","","CliKintoneTest-38 Should import the records successfully with multiple attachments on different fields in a record.",""
"passed","Thu Jul 11 21:38:43 GMT 2024","Thu Jul 11 21:38:43 GMT 2024","14","convertFieldValue","","","","","[27] convert CATEGORY field correctly",""
"passed","Thu Jul 11 21:38:42 GMT 2024","Thu Jul 11 21:38:42 GMT 2024","29","getRecords","","","","","should show warning message if there is no records exist in the app or match the condition.",""
"passed","Thu Jul 11 21:38:46 GMT 2024","Thu Jul 11 21:38:46 GMT 2024","3","logHandler","","","","","should set ""debug"" to the log config level when verbose argument is true",""
"passed","Thu Jul 11 21:43:02 GMT 2024","Thu Jul 11 21:43:03 GMT 2024","496","","CliKintoneTest-130 Should return the error message when deleting the record with a draft API Token.","","","","CliKintoneTest-130 Should return the error message when deleting the record with a draft API Token.",""
"passed","Thu Jul 11 21:38:45 GMT 2024","Thu Jul 11 21:38:45 GMT 2024","9","csvStringifier","","","","","should convert kintone records to csv string correctly when FILE included and with attachmentsDir option",""
"passed","Thu Jul 11 21:38:43 GMT 2024","Thu Jul 11 21:38:43 GMT 2024","8","convertFieldValue","","","","","[13] convert FILE field correctly",""
"passed","Thu Jul 11 21:38:43 GMT 2024","Thu Jul 11 21:38:43 GMT 2024","3","Helper functions","replacePlaceholders","","","","should replace placeholders correctly",""
"passed","Thu Jul 11 21:38:46 GMT 2024","Thu Jul 11 21:38:46 GMT 2024","6","hasAppCode","","","","","should pass (input: 1, appCode: , result: false)",""
"passed","Thu Jul 11 21:38:43 GMT 2024","Thu Jul 11 21:38:43 GMT 2024","8","convertFieldValue","","","","","[11] convert DATETIME field correctly",""
"passed","Thu Jul 11 21:43:22 GMT 2024","Thu Jul 11 21:43:24 GMT 2024","2136","","CliKintoneTest-140 Should return the error message when deleting records with non-existent record number.","","","","CliKintoneTest-140 Should return the error message when deleting records with non-existent record number.",""
"passed","Thu Jul 11 21:38:42 GMT 2024","Thu Jul 11 21:38:42 GMT 2024","3","api","","","","","should pass guestSpaceId to the apiClient correctly",""
"passed","Thu Jul 11 21:42:58 GMT 2024","Thu Jul 11 21:42:59 GMT 2024","499","","CliKintoneTest-25 Should return the error message when importing records with two valid API Token.","","","","CliKintoneTest-25 Should return the error message when importing records with two valid API Token.",""
"passed","Thu Jul 11 21:44:11 GMT 2024","Thu Jul 11 21:44:14 GMT 2024","3052","","CliKintoneTest-111 Should return the record contents when exporting the record with --encoding option is utf8.","","","","CliKintoneTest-111 Should return the record contents when exporting the record with --encoding option is utf8.",""
"passed","Thu Jul 11 21:43:57 GMT 2024","Thu Jul 11 21:44:00 GMT 2024","3122","","CliKintoneTest-100 Should return the record contents when exporting the record with --fields specified.","","","","CliKintoneTest-100 Should return the record contents when exporting the record with --fields specified.",""
"passed","Thu Jul 11 21:38:44 GMT 2024","Thu Jul 11 21:38:44 GMT 2024","6","deleteAllRecords","","","","","should throw error when API response is error",""
"passed","Thu Jul 11 21:38:43 GMT 2024","Thu Jul 11 21:38:43 GMT 2024","2","CliKintoneError","","","","","toStringCause should output the correct sentence. (inner: CliKintoneError)",""
"passed","Thu Jul 11 21:42:56 GMT 2024","Thu Jul 11 21:42:59 GMT 2024","3082","","CliKintoneTest-81 Should return the record contents in CSV format.","","","","CliKintoneTest-81 Should return the record contents in CSV format.",""
"passed","Thu Jul 11 21:38:42 GMT 2024","Thu Jul 11 21:38:42 GMT 2024","8","addRecords","","","","","should throw error when attachmentsDir is NOT given",""
"passed","Thu Jul 11 21:38:44 GMT 2024","Thu Jul 11 21:38:44 GMT 2024","5","userSelected","","","","","should throw an Error if specified field is in a Table field",""
"passed","Thu Jul 11 21:43:44 GMT 2024","Thu Jul 11 21:43:47 GMT 2024","3063","","CliKintoneTest-96 Should return the error message when exporting the record with invalid condition query.","","","","CliKintoneTest-96 Should return the error message when exporting the record with invalid condition query.",""
